,address,rent,beds,baths,borough,hood,elevator,doorman,laundry,furnished,sqft,page
27522,47-20 Center Blvd Apt 0124,4120,2,2,Queens,Hunters Point,False,False,False,False,,1394
27523,Gold St.,3050,1,1,Brooklyn,Downtown Brooklyn,True,True,True,False,,1394
27525,Crescent St.,2972,1,1,Queens,Long Island City,True,True,False,False,,1394
27526,North 3rd Street,2900,Studio,1,Brooklyn,Williamsburg,True,True,True,False,,1394
27527,42 Avenue B Apt 5,2663,1,1,Manhattan,Alphabet City,False,False,True,False,,1394
27528,1st Ave.,5652,4,1,Manhattan,Stuyvesant Town - Peter Cooper Village,True,False,False,False,1148,1394
27529,East 3rd Street,5900,4,2,Manhattan,Alphabet City,False,False,True,False,,1394
27530,Schermerhorn Street,5344,4,2,Brooklyn,Downtown Brooklyn,False,False,True,False,,1394
27531,Front St,3850,1,1,Manhattan,Financial District,True,False,True,False,705,1394
27532,East 61st St,2495,1,1,Manhattan,Upper East Side,False,False,False,False,,1394
27540,Avenue Of The Americas,6735,2,2,Manhattan,Chelsea,False,False,False,False,,1393
27541,West 34th Street,2800,1,1,Manhattan,Hell's Kitchen,True,True,False,False,,1393
27542,Ashland Pl,2567,Studio,1,Brooklyn,Fort Greene,False,False,False,False,,1393
27543,E 89th St.,4130,3,1,Manhattan,Yorkville,False,False,False,False,,1393
27544,West 42nd Street,5690,3,2,Manhattan,Hell's Kitchen,True,True,True,False,,1393
27545,Washington St,3095,Studio,1,Brooklyn,DUMBO,True,False,False,False,,1393
27546,110 4th Ave,3900,2,2,Brooklyn,Boerum Hill,True,True,True,False,,1393
27548,West 42nd Street,3235,Studio,1,Manhattan,Hell's Kitchen,True,True,True,False,,1393
27550,Second Avenue,4450,1,1,Manhattan,East Village,True,True,False,False,780,1393
27551,Marine Avenue,2100,2,1,Brooklyn,Bay Ridge,False,False,False,False,,1393
27552,West End Avenue,9000,3,3,Manhattan,Upper West Side,True,True,True,False,,1393
27554,Blue Slip,5792,2,1,Brooklyn,Greenpoint,True,True,True,False,,1393
27555,East 50th Street,2497,1,1,Manhattan,Turtle Bay,False,False,True,False,,1393
27556,East 33rd Street,2745,Studio,1,Manhattan,Rose Hill,True,True,False,False,,1393
27557,Center Blvd,2730,Studio,1,Queens,Hunters Point,True,True,False,False,,1393
27560,Ashland Place,3095,Studio,1,Brooklyn,Fort Greene,True,True,True,False,,1392
27561,West 25th Street,5125,1,1,Manhattan,NoMad,True,True,True,False,,1392
27562,Park Lane South,1700,1,1,Queens,Woodhaven,True,False,False,False,,1392
27563,Queens Plaza South,5275,2,2,Queens,Long Island City,True,True,True,False,,1392
27564,West 45th Street,2625,1,1,Manhattan,Hell's Kitchen,True,True,False,False,,1392
27565,West St.,3900,3,1,Manhattan,Tribeca,True,True,False,False,,1392
27566,East 82nd Street,2050,Studio,1,Manhattan,Yorkville,False,False,True,False,,1392
27567,West 34th Street,2775,Studio,1,Manhattan,Koreatown,True,True,False,False,,1392
27568,40th St.,2125,1,1,Queens,Sunnyside,True,False,False,False,817,1392
27580,Center Blvd,3993,2,2,Queens,Hunters Point,True,True,True,False,,1391
27582,East 83rd Street,3390,1,1,Manhattan,Yorkville,True,True,False,False,602,1391
27583,152-156 E 84 St. Apt 5O,2925,1,1,Manhattan,Upper West Side,True,False,False,False,,1391
27584,150 East 18th Street Apt 2F,3395,1,1,Manhattan,Gramercy Park,True,False,False,False,,1391
27585,York Ave.,4500,2,1,Manhattan,Yorkville,True,True,False,False,,1391
27586,West 37th Street,3354,2,1,Manhattan,Hell's Kitchen,True,True,False,False,,1391
27587,York Avenue,1794,Studio,1,Manhattan,Yorkville,False,False,False,False,,1391
27588,Rutgers Street,3850,1,1,Manhattan,Two Bridges,True,True,True,False,,1391
27589,E 3rd street,5500,3,1,Manhattan,East Village,True,False,True,False,,1391
27590,10th Avenue,5095,4,2,Manhattan,Hell's Kitchen,True,True,False,False,,1391
27591,E 54th St.,2800,Studio,1,Manhattan,Sutton Place,False,False,False,False,,1391
27592,Astor Place,2900,Studio,1,Manhattan,NoHo,True,True,True,False,,1391
27593,West 89th Street,2786,Studio,1,Manhattan,Upper West Side,True,True,False,False,,1391
27594,West 89th Street,4079,1,1,Manhattan,Upper West Side,True,True,False,False,638,1391
27595,E 84th St,2950,1,1,Manhattan,Yorkville,False,False,False,False,,1391
27596,E 49th St.,6650,2,2,Manhattan,Turtle Bay,True,True,False,False,,1391
27597,West 43rd Street,3675,1,1,Manhattan,Hell's Kitchen,True,True,False,False,,1391
27600,E 96,3000,1,1,Manhattan,East Harlem,False,False,False,False,650,1390
27601,Stanton Street,4299,3,1,Manhattan,Bowery,False,False,False,False,1,1390
27602,Eastern Parkway,5000,4,2,Brooklyn,Crown Heights,False,False,True,False,,1390
27603,Mott Street,3295,Studio,1,Manhattan,NoLita,True,False,False,False,,1390
27604,Park Avenue,4100,2,1,Manhattan,Murray Hill,True,True,False,False,,1390
27605,East 83 Street,2200,Studio,1,Manhattan,Yorkville,False,False,False,False,,1390
27606,Hanover Square,3199,2,1,Manhattan,Financial District,True,True,False,False,,1390
27607,East 74th Street,1875,Studio,1,Manhattan,Upper East Side,False,False,False,False,,1390
27608,Lispenard St,25000,4,4,Manhattan,Tribeca,False,True,False,False,3347,1390
27609,East 71st Street,3300,1,1,Manhattan,Upper East Side,False,False,True,False,,1390
27610,E 86th St,2200,Studio,1,Manhattan,Yorkville,False,False,False,False,,1390
27611,River Road,2800,1,1,Manhattan,Roosevelt Island,True,True,False,False,,1390
27612,32 Beekman Place #2a Apt #2A,1950,Studio,1,Manhattan,Turtle Bay,False,False,False,False,,1390
27613,East 88th Street,2175,1,1,Manhattan,Yorkville,True,False,False,False,,1390
27614,Myrtle Avenue,2400,1,1,Queens,Ridgewood,True,True,True,False,,1390
27621,Pine Street,2825,Studio,1,Manhattan,Financial District,True,True,True,False,,1389
27622,East 2nd Street,2888,Studio,1,Manhattan,Alphabet City,True,True,True,False,,1389
27623,Arlington Avenue,1741,1,1,Brooklyn,Highland Park,False,False,False,False,,1389
27624,Exchange Place,2685,Studio,1,Manhattan,Financial District,True,True,False,False,,1389
27625,Crescent Street,2800,2,1,Queens,Long Island City,True,True,True,False,,1389
27629,8th Avenue,2850,Studio,1,Manhattan,Theater District,True,True,False,False,,1389
27632,Hudson St,9720,2,2,Manhattan,Hudson Square,True,True,False,False,,1389
27634,West 53rd Street,4650,3,2,Manhattan,Hell's Kitchen,True,True,False,False,,1389
27635,Court Street,3300,Studio,1,Brooklyn,Cobble Hill,False,False,True,False,,1389
27636,W. 20th St.,5390,1,1,Manhattan,Chelsea,False,True,False,False,,1389
27640,Queens Street,2571,Studio,1,Queens,Long Island City,True,True,True,False,,1388
27641,354 Wadsworth Ave Apt 44,2335,3,1,Manhattan,Fort George,False,False,False,False,,1388
27642,286 West End Avenue Apt 2,2570,1,1,Manhattan,Upper West Side,False,False,False,False,,1388
27643,8th Avenue,6415,3,2,Manhattan,Chelsea,False,False,True,False,,1388
27644,East 86th Street,4354,1,1,Manhattan,Yorkville,True,True,True,False,,1388
27645,43 Underhill Avenue Apt 1B,2975,2,1,Brooklyn,Prospect Heights,False,False,False,False,,1388
27646,East 102nd Street,2195,1,1,Manhattan,East Harlem,True,False,False,False,,1388
27647,Madison Ave,7000,4,2,Manhattan,NoMad,True,True,False,False,,1388
27648,Ashland Place,3000,Studio,1,Brooklyn,Fort Greene,True,True,False,False,576,1388
27649,East 54th Street,5570,3,2,Manhattan,Sutton Place,True,True,True,False,,1388
27650,Main St.,5100,3,2,Manhattan,Roosevelt Island,True,True,False,False,1351,1388
27651,West 28th Street,4650,1,1,Manhattan,Chelsea,True,True,True,False,,1388
27654,West 37th Street,4500,2,2,Manhattan,Garment District,True,True,True,False,,1388
27655,Prism,4755,1,1,Manhattan,NoMad,True,True,True,False,,1388
27656,West 110th Street,1900,Studio,1,Manhattan,Central Harlem,True,False,False,False,,1388
27657,E 81st St.,2225,Studio,1,Manhattan,Yorkville,False,False,False,False,,1388
27658,4 Avenue,1995,2,1,Brooklyn,Bay Ridge,False,False,False,False,700,1388
27659,Wall St.,6195,2,2,Manhattan,Financial District,True,True,True,False,,1388
27660,East 56th Street,3495,1,1,Manhattan,Midtown East,True,True,True,False,881,1387
27661,Parkside Avenue,3195,1,1,Brooklyn,Prospect Lefferts Gardens,True,False,True,False,,1387
27662,River Terrace,7200,2,2,Manhattan,Battery Park City,True,True,False,False,1215,1387
27664,Fleet Place,2830,Studio,1,Brooklyn,Downtown Brooklyn,True,True,True,False,,1387
27665,E 73RD ST.,2100,Studio,1,Manhattan,Upper East Side,False,False,False,False,,1387
27666,155 West 68th Street Apt 1618...,3000,Studio,1,Manhattan,Lincoln Square,True,True,False,False,,1387
27667,West 37th st,2832,Studio,1,Manhattan,Hell's Kitchen,True,True,False,False,,1387
27668,York Ave.,5695,2,2,Manhattan,Yorkville,True,True,True,False,,1387
27669,East 88th Street,2200,Studio,1,Manhattan,Yorkville,True,False,False,False,,1387
27670,148 Patchen Apt 1RJ,2550,2,1,Brooklyn,Bedford-Stuyvesant,False,False,False,False,,1387
27671,85 Kenmare Street Apt 12,2700,1,1,Manhattan,NoLita,False,False,False,False,650,1387
27673,828 Saint Johns Place Apt 3F,2150,1,1,Brooklyn,Crown Heights,False,False,False,False,,1387
27674,East 62 st,2910,1,1,Manhattan,Upper East Side,True,True,False,False,800,1387
27675,196 Freeman Street Apt 2C,3534,2,1,Brooklyn,Greenpoint,True,False,False,False,,1387
27676,E 29th St.,3495,2,1,Manhattan,Rose Hill,True,True,False,False,,1387
27680,Manhattan Avenue,2595,1,1,Manhattan,Central Harlem,True,False,False,False,,1386
27681,47 Avenue,2295,2,1,Queens,Elmhurst,False,False,False,False,,1386
27682,E 51st St,3595,1,1,Manhattan,Turtle Bay,True,True,False,False,,1386
27683,W 20th street,7000,3,2,Manhattan,Chelsea,True,True,True,False,,1386
27684,Wall Street,4800,3,2,Manhattan,Financial District,True,True,False,False,,1386
27685,Main St.,2695,2,1,Manhattan,Roosevelt Island,True,True,False,False,,1386
27686,43 Vernon Avenue Apt 3,2700,2,1,Brooklyn,Bedford-Stuyvesant,False,False,True,False,900,1386
27687,128 West 74th Street Apt 3,2650,1,1,Manhattan,Upper West Side,False,False,False,False,,1386
27689,West 72nd Street,4995,2,1,Manhattan,Lincoln Square,False,False,True,False,,1386
27691,Ludlow Street,5150,Studio,1,Manhattan,Lower East Side,True,True,False,False,,1386
27692,E 63rd St.,3195,2,1,Manhattan,Upper East Side,False,False,False,False,,1386
27693,West 22nd Street,3600,1,1,Manhattan,Chelsea,False,False,False,False,,1386
27696,Columbus Ave.,4290,3,2,Manhattan,Manhattan Valley,True,False,True,False,,1386
27697,E Houston St.,4170,2,1,Manhattan,Lower East Side,True,True,True,False,,1386
27700,E 81st St,2400,Studio,1,Manhattan,Yorkville,False,False,True,False,,1385
27701,West 37th Street,2800,Studio,1,Manhattan,Hell's Kitchen,True,True,True,False,492,1385
27702,East 34th Street,6040,1,1,Manhattan,Murray Hill,True,True,False,True,,1385
27703,732 Madison St,2995,3,2,Brooklyn,Bushwick,False,False,True,False,,1385
27704,Gold St.,2590,Studio,1,Brooklyn,Downtown Brooklyn,True,True,True,False,,1385
27705,Center Blvd,3171,1,1,Queens,Hunters Point,True,True,False,False,,1385
27709,Blue Slip,6018,2,1,Brooklyn,Greenpoint,True,True,True,False,,1385
27711,York Avenue,7995,4,2,Manhattan,Upper East Side,True,True,False,False,,1385
27712,Beaver Street,2559,Studio,1,Manhattan,Financial District,True,True,False,False,,1385
27713,East 75th Street,2250,Studio,1,Manhattan,Upper East Side,True,False,False,False,,1385
27714,15 West 107th Street Apt 4,6500,4,2,Manhattan,Manhattan Valley,True,False,False,True,,1385
27715,271 W 47th,2950,Studio,1,Manhattan,Theater District,True,True,False,False,,1385
27716,Wall Street,3846,1,1,Manhattan,Financial District,True,True,True,False,,1385
27723,Lincoln Pl,6775,2,2,Manhattan,Lincoln Square,False,False,False,False,,1384
27724,York Ave.,6295,3,2,Manhattan,Yorkville,True,True,False,False,,1384
27725,312 11th Avenue,6496,2,2,Manhattan,Chelsea,True,True,True,False,1,1384
27726,Pine Street,6000,2,2,Manhattan,Financial District,True,True,True,False,,1384
27727,W 11th St.,4850,2,1,Manhattan,West Village,True,False,False,False,,1384
27729,West Street,3400,2,1,Manhattan,Financial District,True,True,False,False,,1384
27730,East 56th St,5500,2,1,Manhattan,Sutton Place,True,True,False,False,,1384
27731,West 54th Street,3160,Studio,1,Manhattan,Hell's Kitchen,False,False,False,False,,1384
27741,Center Blvd,2295,Studio,1,Queens,Hunters Point,True,True,False,False,,1383
27742,684 Riverside Dr,3995,4,3,Manhattan,Hamilton Heights,True,False,False,False,,1383
27743,Columbus Pl,4354,1,1,Manhattan,Theater District,True,True,False,False,,1383
27745,East 80th Street,4550,2,1,Manhattan,Yorkville,True,True,False,False,,1383
27746,Center Blvd,2746,1,1,Queens,Hunters Point,True,True,False,False,,1383
27747,N 10th St.,4730,2,2,Brooklyn,Williamsburg,True,True,True,False,,1383
27748,Gold Street,4250,2,2,Brooklyn,Downtown Brooklyn,False,False,True,False,,1383
27749,John Street,2375,Studio,1,Manhattan,Financial District,True,True,False,False,450,1383
27750,Clinton St.,4995,3,2,Manhattan,Lower East Side,False,False,True,False,,1383
27751,East 91st Street,2650,2,1,Manhattan,Yorkville,False,False,False,False,,1383
27752,West Street,5261,2,2,Manhattan,Financial District,True,True,False,False,,1383
27754,Water Street,5300,2,2,Manhattan,Financial District,True,True,False,False,980,1383
27755,Pine Street,5894,2,2,Manhattan,Financial District,True,True,True,False,,1383
27756,West 26th St,3995,1,1,Manhattan,Chelsea,False,True,False,False,,1383
27761,E 75th St,3687,1,1,Manhattan,Upper East Side,False,False,True,False,,1382
27763,43rd St.,2150,1,1,Queens,Sunnyside,True,False,False,False,,1382
27764,East 95th Street,3800,3,1,Manhattan,Carnegie Hill,False,False,False,False,,1382
27765,East 63rd Street,6000,2,2,Manhattan,Upper East Side,True,True,False,False,1200,1382
27766,East 81st Street,1995,Studio,1,Manhattan,Yorkville,False,False,False,False,,1382
27768,East 73rd Street,2650,2,1,Manhattan,Upper East Side,False,False,False,False,,1382
27769,West 58th St,4250,1,1,Manhattan,Midtown East,True,True,False,False,846,1382
27770,W 55th St,3000,Studio,1,Manhattan,Hell's Kitchen,False,False,False,False,,1382
27780,Columbus Avenue,12000,3,3,Manhattan,Upper West Side,True,True,True,False,2200,1381
27781,Wall St.,6000,4,2,Manhattan,Financial District,True,True,False,False,,1381
27782,Saint Marks Place,2150,Studio,1,Manhattan,East Village,False,False,False,False,,1381
27785,East 39th,4000,2,1,Manhattan,Garment District,True,True,True,False,,1381
27787,Rutgers Street,5630,2,2,Manhattan,Two Bridges,True,True,True,False,,1381
27788,Lexington Avenue,2250,1,1,Manhattan,East Harlem,True,False,False,False,,1381
27795,Park Avenue NY United States...,3850,2,1,Manhattan,Murray Hill,True,True,False,False,,1381
27797,East 64th St,2933,2,1,Manhattan,Upper East Side,False,False,False,False,,1381
27800,Wall St.,4150,3,1,Manhattan,Financial District,True,True,False,False,,1380
27801,69 Clinton St. Apt 2A,2650,1,1,Manhattan,Lower East Side,False,False,False,False,,1380
27802,21 Allen Street Apt 2F,1750,Studio,1,Manhattan,Chinatown,False,False,False,False,,1380
27803,311 West 50th Street Apt 02L,3995,1,1,Manhattan,Hell's Kitchen,True,True,False,False,20,1380
27804,East 37th Street,2395,Studio,1,Manhattan,Murray Hill,True,False,False,False,,1380
27805,Gold Street,3980,2,2,Manhattan,Financial District,True,True,False,False,,1380
27806,Avenue Of The Americas,4215,Studio,1,Manhattan,Chelsea,False,False,False,False,,1380
27807,Exchange Place,2599,Studio,1,Manhattan,Financial District,True,True,False,False,,1380
27808,Prime Murray Hill,2630,Studio,1,Manhattan,Murray Hill,True,True,False,False,,1380
27809,5 Judge St-$600 Visa Gift Card...,2600,2,1,Brooklyn,East Williamsburg,False,False,False,False,800,1380
27810,Queens Street,4638,2,2,Queens,Long Island City,True,True,True,False,,1380
27811,Center Blvd,3222,1,1,Queens,Hunters Point,True,True,True,False,,1380
27812,336 E 18th St. Apt F4,4174,2,2,Manhattan,Gramercy Park,False,False,True,False,,1380
27820,Junction Blvd,3800,2,2,Queens,Rego Park,True,True,True,False,,1379
27821,Chrystie Street,6900,2,2,Manhattan,Bowery,True,True,True,False,1100,1379
27824,153rd St.,1787,Studio,1,Queens,Kew Gardens Hills,True,True,False,False,,1379
27825,Ashland Place,3595,1,1,Brooklyn,Fort Greene,True,True,True,False,,1379
27826,Court Square,2725,2,1,Queens,Long Island City,True,True,True,False,700,1379
27827,E 79th St,5375,2,2,Manhattan,Yorkville,True,True,False,False,,1379
27828,Riverside Boulevard,7015,2,2,Manhattan,Lincoln Square,True,True,True,False,1176,1379
27829,311 East 25th Street Apt 1B,2350,Studio,1,Manhattan,Kips Bay,True,False,False,False,,1379
27831,East 16th Street,7900,2,1,Manhattan,Gramercy Park,True,True,False,False,,1379
27832,East 80th Street,2350,Studio,1,Manhattan,Yorkville,True,True,False,False,530,1379
27833,West 42nd Street,3190,1,1,Manhattan,Theater District,True,True,True,False,,1379
27835,30-83 29st,1900,1,1,Queens,Astoria,True,False,False,False,700,1379
27836,First Avenue,3600,2,1,Manhattan,East Village,False,False,False,False,,1379
27837,780 Lexington Avenue,8700,3,3,Manhattan,Lenox Hill,False,False,True,False,1500,1379
27840,Battery Place,2700,1,1,Manhattan,Battery Park City,True,True,True,False,,1378
27841,East 19th Street,3100,2,1,Manhattan,Gramercy Park,False,False,False,False,,1378
27842,West 57th Street,2828,Studio,1,Manhattan,Hell's Kitchen,True,True,True,False,,1378
27844,West 35th Street,4032,1,1,Manhattan,Hell's Kitchen,True,True,False,False,,1378
27845,451 Seventh Avenue Apt L3,2975,1,1,Brooklyn,South Slope,False,False,False,False,,1378
27846,Financial District,3399,2,1,Manhattan,Financial District,True,True,False,False,,1378
27847,East 45 Street,2987,2,1,Manhattan,Turtle Bay,True,False,False,False,,1378
27848,West 34th Street,2695,Studio,1,Manhattan,Chelsea,True,True,False,False,,1378
27849,W 47th St.,4620,3,2,Manhattan,Hell's Kitchen,False,False,False,False,,1378
27852,257 Gold St. Apt FLEX2JM.,2800,2,1,Brooklyn,Downtown Brooklyn,True,True,True,False,1,1378
27853,Center Boulevard,2955,Studio,1,Queens,Hunters Point,False,True,False,False,,1378
27854,Greenwich St,4000,1,1,Manhattan,Financial District,True,False,False,False,,1378
27862,West 10th Street,3217,1,1,Manhattan,West Village,False,False,False,False,,1377
27863,East 22nd Street,4705,2,1,Manhattan,Gramercy Park,True,True,True,False,,1377
27864,Central Park West,11500,3,2,Manhattan,Upper West Side,True,True,False,False,2229,1377
27865,132-25 Maple Ave Apt 510,1595,Studio,1,Queens,Flushing,True,False,False,False,,1377
27866,254 Broome Street Apt 14,4338,3,1,Manhattan,Lower East Side,False,False,False,False,1,1377
27867,Junction Blvd,2775,1,1,Queens,Rego Park,True,True,True,False,,1377
27868,75 Orchard Street Apt 7,3595,2,1,Manhattan,Lower East Side,False,False,False,False,,1377
27869,196 Stanton Street Apt *6H,4800,3,2,Manhattan,Lower East Side,True,False,True,True,700,1377
27870,411 East 53rd Street,4150,2,1,Manhattan,Sutton Place,True,True,True,True,1000,1377
